kpi_tags,kpi_name,kpi_id,kpi_category
"revenue,  product,  consumerelectronics, bby, best buy co., specialty stores and retailers",Revenue by Product - Consumer Electronics,1104,Revenue by Product
"revenue,  product,  entertainment, bby, best buy co., specialty stores and retailers",Revenue by Product - Entertainment,1105,Revenue by Product
"revenue,  product,  other, bby, best buy co., specialty stores and retailers",Revenue by Product - Other,1106,Revenue by Product
"revenue,  product,  services, bby, best buy co., specialty stores and retailers",Revenue by Product - Services,1107,Revenue by Product
"segment,  revenue,  domesticrevenue, bby, best buy co., specialty stores and retailers",Segment Revenue - Domestic Revenue,1108,Segment Revenue
"segment,  revenue,  international,  revenue, bby, best buy co., specialty stores and retailers",Segment Revenue - International Revenue,230,Segment Revenue
"net sales,  apparel, boot, boot barn holdings, specialty stores and retailers",Net Sales by Major Merchandise Categories - Apparel,1109,Net Sales by Major Merchandise Categories
"net sales,  footwear, boot, boot barn holdings, specialty stores and retailers",Net Sales by Major Merchandise Categories - Footwear,1110,Net Sales by Major Merchandise Categories
"net sales,  hats,  accessories,  other, boot, boot barn holdings, specialty stores and retailers","Net Sales by Major Merchandise Categories - Hats, accessories and other",1111,Net Sales by Major Merchandise Categories
"segment,  net sales,  ecommerce, boot, boot barn holdings, specialty stores and retailers",Segment Net Sales - E-commerce,1112,Segment Net Sales
"segment,  net sales,  ecommerce,  revenue, boot, boot barn holdings, specialty stores and retailers",Segment Net Sales - E-commerce Revenue,1113,Segment Net Sales
"segment,  net sales,  retail,  stores,  revenue, boot, boot barn holdings, specialty stores and retailers",Segment Net Sales - Retail Stores Revenue,1114,Segment Net Sales
"segment,  net sales,  stores, boot, boot barn holdings, specialty stores and retailers",Segment Net Sales - Stores,1115,Segment Net Sales
"stores,  new store, boot, boot barn holdings, specialty stores and retailers",Stores - new stores,1116,Stores
"stores,  stores,  closed, boot, boot barn holdings, specialty stores and retailers",Stores - store closed,1117,Stores
"segment,  revenue,  financecharges,  other, conn, conn's , specialty stores and retailers",Segment Revenue - Finance charges and other,1118,Segment Revenue
"segment,  revenue,  other,  revenue, conn, conn's , specialty stores and retailers",Segment Revenue - Other Revenue,939,Segment Revenue
"segment,  revenue,  productsales, conn, conn's , specialty stores and retailers",Segment Revenue - Product sales,1119,Segment Revenue
"segment,  revenue,  repairserviceagreementcommissions, conn, conn's , specialty stores and retailers",Segment Revenue - Repair service agreement commissions,1120,Segment Revenue
"segment,  revenue,  service,  revenues, conn, conn's , specialty stores and retailers",Segment Revenue - Service revenues,312,Segment Revenue
"subsegment,  revenue,  consumerelectronics,  productsales, conn, conn's , specialty stores and retailers",Sub-Segment Revenue - Consumer electronics - Product sales,1121,Sub-Segment Revenue
"subsegment,  revenue,  furniture,  mattress,  productsales, conn, conn's , specialty stores and retailers",Sub-Segment Revenue - Furniture and mattress - Product sales,1122,Sub-Segment Revenue
"subsegment,  revenue,  homeappliance,  productsales, conn, conn's , specialty stores and retailers",Sub-Segment Revenue - Home appliance - Product sales,1123,Sub-Segment Revenue
"subsegment,  revenue,  homeoffice,  productsales, conn, conn's , specialty stores and retailers",Sub-Segment Revenue - Home office - Product sales,1124,Sub-Segment Revenue
"subsegment,  revenue,  other,  productsales, conn, conn's , specialty stores and retailers",Sub-Segment Revenue - Other - Product sales,1125,Sub-Segment Revenue
"revenue,  externalcustomersales, dbi, designer brands , specialty stores and retailers",Revenue by Type - External Customer Sales,1126,Revenue by Type
"revenue,  intersegmentsales, dbi, designer brands , specialty stores and retailers",Revenue by Type - Intersegment Sales,1127,Revenue by Type
"segment,  revenue,  br,  portfolio, dbi, designer brands , specialty stores and retailers",Segment Revenue - Brand Portfolio,1128,Segment Revenue
"segment,  revenue,  canadaretail, dbi, designer brands , specialty stores and retailers",Segment Revenue - Canada Retail,1129,Segment Revenue
"segment,  revenue,  eliminationintersegmentnet,  revenue, dbi, designer brands , specialty stores and retailers",Segment Revenue - Elimination of intersegment net Revenue,1130,Segment Revenue
"segment,  revenue,  other,  revenue, dbi, designer brands , specialty stores and retailers",Segment Revenue - Other Revenue,939,Segment Revenue
"segment,  revenue,  usretail,  revenue, dbi, designer brands , specialty stores and retailers",Segment Revenue - U.S. Retail Revenue,1131,Segment Revenue
"stores,  total,  stores, dbi, designer brands , specialty stores and retailers",Stores - Total number of stores,1132,Stores
"segment,  net sales,  apparelsales, dg, dollar general corporation, specialty stores and retailers",Segment Net Sales - Apparel Sales,1133,Segment Net Sales
"segment,  net sales,  consumablessales, dg, dollar general corporation, specialty stores and retailers",Segment Net Sales - Consumables Sales,1134,Segment Net Sales
"segment,  net sales,  homeproductssales, dg, dollar general corporation, specialty stores and retailers",Segment Net Sales - Home products Sales,1135,Segment Net Sales
"segment,  net sales,  seasonalsales, dg, dollar general corporation, specialty stores and retailers",Segment Net Sales - Seasonal Sales,1136,Segment Net Sales
"store,  count,  ending,  store,  count, dg, dollar general corporation, specialty stores and retailers",Store count - Ending Store count,1137,Store count
"store,  count,  new store,  openings, dg, dollar general corporation, specialty stores and retailers",Store count - New store openings,1138,Store count
"store,  count,  totalselling,  square footage, dg, dollar general corporation, specialty stores and retailers",Store count - Total selling square footage,1139,Store count
"net sales,  e,  commercesales, dks, dick's sporting goods, specialty stores and retailers",Net Sales - E- Commerce Sales,1140,Net Sales
"net sales,  e,  commercesales, dks, dick's sporting goods, specialty stores and retailers",Net Sales - E- Commerce Sales,1140,Net Sales
"net sales,  same,  storesales, dks, dick's sporting goods, specialty stores and retailers",Net Sales - Same Store Sales,1141,Net Sales
"relocated,  stores,  dickssportinggoods, dks, dick's sporting goods, specialty stores and retailers",Relocated stores - DICK'S Sporting Goods,1142,Relocated stores
"relocated,  stores,  specialtyconcept,  stores, dks, dick's sporting goods, specialty stores and retailers",Relocated stores - Specialty Concept Stores,1143,Relocated stores
"revenueby,  net sales,  sales, dks, dick's sporting goods, specialty stores and retailers",Revenue by Net Sales - Sales,1144,Revenue by Net Sales
"square footage,  dickssportinggoods, dks, dick's sporting goods, specialty stores and retailers",Square Footage - DICK'S Sporting Goods,1145,Square Footage
"square footage,  specialtyconcept,  stores, dks, dick's sporting goods, specialty stores and retailers",Square Footage - Specialty Concept Stores,1146,Square Footage
"stores,  dickssportinggoods, dks, dick's sporting goods, specialty stores and retailers",Stores - DICK'S Sporting Goods,1147,Stores
"stores,  specialtyconcept,  stores, dks, dick's sporting goods, specialty stores and retailers",Stores - Specialty Concept Stores,1148,Stores
"change,  ticket,  dollartree, dltr, dollar tree , specialty stores and retailers",Change in Average Ticket - Dollar Tree,1149,Change in Average Ticket
"change,  ticket,  familydollar, dltr, dollar tree , specialty stores and retailers",Change in Average Ticket - Family Dollar ,1150,Change in Average Ticket
"change,  dollartree, dltr, dollar tree , specialty stores and retailers",Change in Customer Traffic - Dollar Tree,1151,Change in Customer Traffic
"change,  familydollar, dltr, dollar tree , specialty stores and retailers",Change in Customer Traffic - Family Dollar ,1152,Change in Customer Traffic
"dollartree, dltr, dollar tree , specialty stores and retailers",Growth Rate (Square Footage)  - Dollar Tree,1153,Growth Rate (Square Footage) 
"familydollar, dltr, dollar tree , specialty stores and retailers",Growth Rate (Square Footage)  - Family Dollar ,1154,Growth Rate (Square Footage) 
"retailselling,  square footage, dltr, dollar tree , specialty stores and retailers",Growth Rate (Square Footage)  - Retail Selling Square Footage,1155,Growth Rate (Square Footage) 
"new store,  openings,  dollartree, dltr, dollar tree , specialty stores and retailers",New Stores Openings - Dollar Tree,1156,New Stores Openings
"new store,  openings,  familydollar, dltr, dollar tree , specialty stores and retailers",New Stores Openings - Family Dollar ,1157,New Stores Openings
"rebannered,  stores,  dollartree, dltr, dollar tree , specialty stores and retailers",Re-bannered Stores - Dollar Tree,1158,Re-bannered Stores
"rebannered,  stores,  familydollar, dltr, dollar tree , specialty stores and retailers",Re-bannered Stores - Family Dollar ,1159,Re-bannered Stores
"renovated,  stores,  completedrenovations, dltr, dollar tree , specialty stores and retailers",Renovated Stores - Completed Renovations,1160,Renovated Stores
"same,  storesales,  same,  storesales, dltr, dollar tree , specialty stores and retailers",Same Store Sales,1161,Same Store Sales
"same,  storesales,  segment,  dollartreesame,  storesales, dltr, dollar tree , specialty stores and retailers",Same-Store Sales by Segment - Dollar Tree Same Store Sales,1162,Same-Store Sales by Segment
"same,  storesales,  segment,  familydollarsame,  storesales, dltr, dollar tree , specialty stores and retailers",Same-Store Sales by Segment - Family Dollar Same Store Sales,1163,Same-Store Sales by Segment
"segmentsales,  corporate,  support,  othersales, dltr, dollar tree , specialty stores and retailers","Segment Sales - Corporate, support and Other Sales",1164,Segment Sales
"segmentsales,  dollartreesales, dltr, dollar tree , specialty stores and retailers",Segment Sales - Dollar Tree Sales,1165,Segment Sales
"segmentsales,  familydollarsales, dltr, dollar tree , specialty stores and retailers",Segment Sales - Family Dollar Sales,1166,Segment Sales
"segmentsales,  totalsegmentsales, dltr, dollar tree , specialty stores and retailers",Segment Sales - Total Segment Sales,1167,Segment Sales
"selling,  square footage,  dollartree, dltr, dollar tree , specialty stores and retailers",Selling Square Footage  - Dollar Tree,1168,Selling Square Footage 
"selling,  square footage,  familydollar, dltr, dollar tree , specialty stores and retailers",Selling Square Footage  - Family Dollar ,1169,Selling Square Footage 
"storeclosures,  dollartree, dltr, dollar tree , specialty stores and retailers",Store Closures - Dollar Tree,1170,Store Closures
"storeclosures,  familydollar, dltr, dollar tree , specialty stores and retailers",Store Closures - Family Dollar ,1171,Store Closures
"stores,  closed,  stores, dltr, dollar tree , specialty stores and retailers",Stores - Closed Stores,1172,Stores
"stores,  exp,  edorrelocated,  stores, dltr, dollar tree , specialty stores and retailers",Stores - Expanded or Relocated Stores,1173,Stores
"centers,  netnewcenter,  openings, ewcz, european wax center , specialty stores and retailers",Centers - Net new center openings,1174,Centers
"centers,  netnewcenters, ewcz, european wax center , specialty stores and retailers",Centers - Net new centers,1175,Centers
"centers,  networklocations, ewcz, european wax center , specialty stores and retailers",Centers - Network of locations,1176,Centers
"segment,  revenue,  marketingfees, ewcz, european wax center , specialty stores and retailers",Segment Revenue - Marketing Fees,1177,Segment Revenue
"segment,  revenue,  other,  revenue, ewcz, european wax center , specialty stores and retailers",Segment Revenue - Other Revenue,939,Segment Revenue
"segment,  revenue,  productsales, ewcz, european wax center , specialty stores and retailers",Segment Revenue - Product Sales,1178,Segment Revenue
"segment,  revenue,  royaltyfees, ewcz, european wax center , specialty stores and retailers",Segment Revenue - Royalty Fees,1179,Segment Revenue
"comparable,  storesales,  comparable,  storesalesgrowth, eye, national vision holdings , specialty stores and retailers",Comparable store sales - Comparable store sales growth,1180,Comparable store sales
"new store,  openings,  americasbestcontacts,  eyeglasses,  stores, eye, national vision holdings , specialty stores and retailers",New Stores Openings - America's Best Contacts and Eyeglasses Stores,1181,New Stores Openings
"new store,  openings,  eyeglassworld,  stores, eye, national vision holdings , specialty stores and retailers",New Stores Openings - Eyeglass World Stores,1182,New Stores Openings
"new store,  openings,  total,  stores, eye, national vision holdings , specialty stores and retailers",New Stores Openings - Total Stores,1183,New Stores Openings
"new store,  openings,  visioncenters,  walmart, eye, national vision holdings , specialty stores and retailers",New Stores Openings - Vision Centers - Walmart,1184,New Stores Openings
"new store,  openings,  vistaoptical,  stores,  fredmeyer, eye, national vision holdings , specialty stores and retailers",New Stores Openings - Vista Optical Stores - Fred Meyer,1185,New Stores Openings
"new store,  openings,  vistaoptical,  stores,  military, eye, national vision holdings , specialty stores and retailers",New Stores Openings - Vista Optical Stores - Military,1186,New Stores Openings
"noof,  stores,  openattheend,  corporate,  other, eye, national vision holdings , specialty stores and retailers",No of stores open at the end - Corporate/Other,1187,No of stores open at the end
"noof,  stores,  openattheend,  legacysegment, eye, national vision holdings , specialty stores and retailers",No of stores open at the end - Legacy segment,1188,No of stores open at the end
"noof,  stores,  openattheend,  owned,  hostsegment, eye, national vision holdings , specialty stores and retailers",No of stores open at the end - Owned & Host segment,1189,No of stores open at the end
"stores,  americasbestcontacts,  eyeglasses,  stores, eye, national vision holdings , specialty stores and retailers",Number of Stores - America's Best Contacts and Eyeglasses Stores,1190,Number of Stores
"stores,  eyeglassworld,  stores, eye, national vision holdings , specialty stores and retailers",Number of Stores - Eyeglass World Stores,1191,Number of Stores
"stores,  visioncenters,  walmart, eye, national vision holdings , specialty stores and retailers",Number of Stores - Vision Centers - Walmart,1192,Number of Stores
"stores,  vistaoptical,  stores,  fredmeyer, eye, national vision holdings , specialty stores and retailers",Number of Stores - Vista Optical Stores - Fred Meyer,1193,Number of Stores
"stores,  vistaoptical,  stores,  military, eye, national vision holdings , specialty stores and retailers",Number of Stores - Vista Optical Stores - Military,1194,Number of Stores
"revenue,  contracts,  customers,  revenuesrecognizedatapoint,  time, eye, national vision holdings , specialty stores and retailers",Revenue From Contracts With Customers - Revenues recognized at a point in time,1195,Revenue From Contracts With Customers
"revenue,  contracts,  customers,  revenuesrecognizedovertime, eye, national vision holdings , specialty stores and retailers",Revenue From Contracts With Customers - Revenues recognized over time,1196,Revenue From Contracts With Customers
"segment,  revenue,  corporate,  other,  revenue, eye, national vision holdings , specialty stores and retailers",Segment Revenue - Corporate/Other Revenue,1197,Segment Revenue
"segment,  revenue,  legacy,  revenue, eye, national vision holdings , specialty stores and retailers",Segment Revenue - Legacy Revenue,1198,Segment Revenue
"segment,  revenue,  owned,  host,  revenue, eye, national vision holdings , specialty stores and retailers",Segment Revenue - Owned & Host Revenue,1199,Segment Revenue
"segment,  revenue,  reconciliations, eye, national vision holdings , specialty stores and retailers",Segment Revenue - Reconciliations,1200,Segment Revenue
"storeclosures,  americasbestcontacts,  eyeglasses,  stores, eye, national vision holdings , specialty stores and retailers",Store Closures - America's Best Contacts and Eyeglasses Stores,1201,Store Closures
"storeclosures,  eyeglassworld,  stores, eye, national vision holdings , specialty stores and retailers",Store Closures - Eyeglass World Stores,1202,Store Closures
"storeclosures,  visioncenters,  walmart, eye, national vision holdings , specialty stores and retailers",Store Closures - Vision Centers - Walmart,1203,Store Closures
"storeclosures,  vistaoptical,  stores,  fredmeyer, eye, national vision holdings , specialty stores and retailers",Store Closures - Vista Optical Stores - Fred Meyer,1204,Store Closures
"storeclosures,  vistaoptical,  stores,  military, eye, national vision holdings , specialty stores and retailers",Store Closures - Vista Optical Stores - Military,1205,Store Closures
"americasbest, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - America's Best,1206,Store Sale Growth
"corporate,  other, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - Corporate/Other,1207,Store Sale Growth
"eyeglassworld, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - Eyeglass World,1208,Store Sale Growth
"fredmeyer, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - Fred Meyer,1209,Store Sale Growth
"legacysegment, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - Legacy segment,1210,Store Sale Growth
"military, eye, national vision holdings , specialty stores and retailers",Store Sale Growth - Military,1211,Store Sale Growth
"stores,  new store, eye, national vision holdings , specialty stores and retailers",Stores - New Stores,1212,Stores
"product,  revenue,  fashion,  home, five, five below, specialty stores and retailers",Product Revenue - Fashion and home,1213,Product Revenue
"product,  revenue,  leisure, five, five below, specialty stores and retailers",Product Revenue - Leisure,1214,Product Revenue
"product,  revenue,  party,  snack, five, five below, specialty stores and retailers",Product Revenue - Party and snack,1215,Product Revenue
"stores,  total,  stores, five, five below, specialty stores and retailers",Stores - Total Stores,46,Stores
"channelsales,  direct,  customerssales, fl, foot locker, specialty stores and retailers",Channel Sales - Direct to Customers Sales,1216,Channel Sales
"channelsales,  stores,  sales, fl, foot locker, specialty stores and retailers",Channel Sales - Stores Sales,1217,Channel Sales
"franchise,  stores, fl, foot locker, specialty stores and retailers",Franchise Operations - Franchise stores ,1218,Franchise Operations
"internationalsales, fl, foot locker, specialty stores and retailers",Geographic Sales - International Sales,1219,Geographic Sales
"unitedstatessales, fl, foot locker, specialty stores and retailers",Geographic Sales - United States Sales,1220,Geographic Sales
"stores,  total,  store,  count, fl, foot locker, specialty stores and retailers",Stores - Total Store Count,1221,Stores
"revenue,  productsales,  collectiblessales, gme, gamestop corp, specialty stores and retailers",Revenue by product sales - Collectibles Sales,1222,Revenue by product sales
"revenue,  productsales,  hardware,  accessoriessales, gme, gamestop corp, specialty stores and retailers",Revenue by product sales - Hardware and accessories Sales,1223,Revenue by product sales
"revenue,  productsales,  softwaresales, gme, gamestop corp, specialty stores and retailers",Revenue by product sales - Software Sales,1224,Revenue by product sales
"sales,  geography,  australia, gme, gamestop corp, specialty stores and retailers",Sales by Geography - Australia,1225,Sales by Geography
"sales,  geography,  canada, gme, gamestop corp, specialty stores and retailers",Sales by Geography - Canada,1226,Sales by Geography
"sales,  geography,  europe, gme, gamestop corp, specialty stores and retailers",Sales by Geography - Europe,1227,Sales by Geography
"sales,  geography,  unitedstates, gme, gamestop corp, specialty stores and retailers",Sales by Geography - United States,1228,Sales by Geography
"store,  openings,  stores, grwg, growgeneration corp, specialty stores and retailers",News Store Openings - Number of Stores,1229,News Store Openings
"segment,  revenue,  distribution, grwg, growgeneration corp, specialty stores and retailers",Segment Revenue - Distribution,1230,Segment Revenue
"segment,  revenue,  ecommercesales, grwg, growgeneration corp, specialty stores and retailers",Segment Revenue - E-commerce sales,1231,Segment Revenue
"segment,  revenue,  salesatcompanyowned,  stores, grwg, growgeneration corp, specialty stores and retailers",Segment Revenue - Sales at company owned stores,1232,Segment Revenue
"squarefeet,  retail,  warehousespace, grwg, growgeneration corp, specialty stores and retailers",Square Feet - Retail and Warehouse Space,1233,Square Feet
"store,  count,  nohydroponicgardencenters,  reach, grwg, growgeneration corp, specialty stores and retailers",Store Count - No of Hydroponic garden centers to reach,1234,Store Count
"store,  count,  retailhydroponic,  gardening,  stores, grwg, growgeneration corp, specialty stores and retailers",Store Count - No. of retail hydroponic/gardening stores,1235,Store Count
"store,  count,  stores, grwg, growgeneration corp, specialty stores and retailers",Store Count - Number of Stores,1236,Store Count
"revenue,  apparel, hibb, hibbett sports, specialty stores and retailers",Revenue by major products category - Apparel,1237,Revenue by major products category
"revenue,  equipment, hibb, hibbett sports, specialty stores and retailers",Revenue by major products category - Equipment,1238,Revenue by major products category
"revenue,  footwear, hibb, hibbett sports, specialty stores and retailers",Revenue by major products category - Footwear,1239,Revenue by major products category
"store,  count,  endperiod, hibb, hibbett sports, specialty stores and retailers",Store Count - End of period,1240,Store Count
"store,  count,  new store,  opened, hibb, hibbett sports, specialty stores and retailers",Store Count - New stores opened,1241,Store Count
"store,  count,  stores,  closed, hibb, hibbett sports, specialty stores and retailers",Store Count - Stores closed,1242,Store Count
"sales,  arts,  crafts,  homedecorsales, joan, joann , specialty stores and retailers",Sales by Product Category - Arts and Crafts and Home Decor Sales,1243,Sales by Product Category
"sales,  othersales, joan, joann , specialty stores and retailers",Sales by Product Category - Other Sales,1244,Sales by Product Category
"sales,  sewingsales, joan, joann , specialty stores and retailers",Sales by Product Category - Sewing Sales,1245,Sales by Product Category
"physicallocations,  multipledigitalplatforms, lesl, leslie's , specialty stores and retailers",Locations and platforms - Physical locations and multiple digital platforms,1246,Locations and platforms
"netome,  netome, lesl, leslie's , specialty stores and retailers",Net Income,1247,Net Income
"net sales,  net sales, lesl, leslie's , specialty stores and retailers",Net Sales,625,Net Sales
"retailprice,  retailprice,  unitsoldrease, ll, lumber liquidators holdings, specialty stores and retailers",Average Retail Price - Average Retail Price per Unit Sold Increase,1248,Average Retail Price
"new stores,  new stores, ll, lumber liquidators holdings, specialty stores and retailers",Number of new stores,1249,Number of new stores
"stores,  closed,  stores,  closed, ll, lumber liquidators holdings, specialty stores and retailers",Number of stores closed,1250,Number of stores closed
"stores,  stores, ll, lumber liquidators holdings, specialty stores and retailers",Number of Stores Open - Number of Stores,1251,Number of Stores Open
"revenue,  netmerch,  isesales, ll, lumber liquidators holdings, specialty stores and retailers",Revenue by Type - Net Merchandise Sales,1252,Revenue by Type
"revenue,  netservicessales, ll, lumber liquidators holdings, specialty stores and retailers",Revenue by Type - Net Services Sales,1253,Revenue by Type
"revenues,  installation,  deliveryservices, ll, lumber liquidators holdings, specialty stores and retailers",Revenues by major product category - Installation and Delivery Services,1254,Revenues by major product category
"revenues,  manufacturedproducts, ll, lumber liquidators holdings, specialty stores and retailers",Revenues by major product category - Manufactured Products,1255,Revenues by major product category
"revenues,  moldings,  accessories,  other, ll, lumber liquidators holdings, specialty stores and retailers",Revenues by major product category - Moldings and Accessories and Other,1256,Revenues by major product category
"revenues,  solid,  engineeredhardwood, ll, lumber liquidators holdings, specialty stores and retailers",Revenues by major product category - Solid and Engineered Hardwood,1257,Revenues by major product category
"backlog,  directorders, nls, nautilus , specialty stores and retailers",Backlog - Direct orders,1258,Backlog
"backlog,  retailorders, nls, nautilus , specialty stores and retailers",Backlog - Retail orders,1259,Backlog
"directorders,  directorders, nls, nautilus , specialty stores and retailers",Direct orders,1260,Direct orders
"revenue,  geography,  canada, nls, nautilus , specialty stores and retailers",Revenue by geography - Canada,1261,Revenue by geography
"revenue,  geography,  europe,  themiddleeast,  africa, nls, nautilus , specialty stores and retailers","Revenue by geography - Europe, the Middle East and Africa",1262,Revenue by geography
"revenue,  geography,  others, nls, nautilus , specialty stores and retailers",Revenue by geography - Others,1263,Revenue by geography
"revenue,  geography,  unitedstates, nls, nautilus , specialty stores and retailers",Revenue by geography - United States ,1264,Revenue by geography
"revenue,  extendedwarranties,  services, nls, nautilus , specialty stores and retailers",Revenue by type - Extended warranties and services,1265,Revenue by type
"revenue,  others, nls, nautilus , specialty stores and retailers",Revenue by type - Others,1266,Revenue by type
"revenue,  productsales, nls, nautilus , specialty stores and retailers",Revenue by type - Product Sales,1267,Revenue by type
"salesorderbacklog, nls, nautilus , specialty stores and retailers",Sales order backlog,1268,Sales order backlog
"segmentsales,  directsales, nls, nautilus , specialty stores and retailers",Segment Sales - Direct sales,1269,Segment Sales
"segmentsales,  retailsales, nls, nautilus , specialty stores and retailers",Segment Sales - Retail sales,1270,Segment Sales
"segmentsales,  royalty, nls, nautilus , specialty stores and retailers",Segment Sales - Royalty,1271,Segment Sales
"store,  retaildivision, odp, the odp corporation, specialty stores and retailers",Average square footage per store - Retail Division,1272,Average square footage per store
"revenue,  products,  revenue, odp, the odp corporation, specialty stores and retailers",Revenue by Type - Products Revenue,1273,Revenue by Type
"revenue,  services,  revenue, odp, the odp corporation, specialty stores and retailers",Revenue by Type - Services Revenue,1274,Revenue by Type
"segment,  revenue,  businesssolutionsdivision, odp, the odp corporation, specialty stores and retailers",Segment Revenue - Business Solutions Division,1275,Segment Revenue
"segment,  revenue,  compucomdivision, odp, the odp corporation, specialty stores and retailers",Segment Revenue - CompuCom Division,1276,Segment Revenue
"segment,  revenue,  other, odp, the odp corporation, specialty stores and retailers",Segment Revenue - Other,1277,Segment Revenue
"segment,  revenue,  retaildivision, odp, the odp corporation, specialty stores and retailers",Segment Revenue - Retail Division,1278,Segment Revenue
"stores,  closed,  retaildivision, odp, the odp corporation, specialty stores and retailers",Stores closed - Retail Division,1279,Stores closed
"stores,  count,  retaildivision, odp, the odp corporation, specialty stores and retailers",Stores count - Retail Division,1280,Stores count
"totalretail,  stores,  totalretail,  stores, odp, the odp corporation, specialty stores and retailers",Total retail stores,1281,Total retail stores
"total,  square footage,  retaildivision, odp, the odp corporation, specialty stores and retailers",Total square footage - Retail Division,1282,Total square footage
"mexicosegment, rcii, rent-a-center , specialty stores and retailers",Company-operated locations - Mexico Segment,1283,Company-operated locations
"rentacenterbusinesssegmen, rcii, rent-a-center , specialty stores and retailers",Company-operated locations - Rent-A-Center Business segmen,1284,Company-operated locations
"franchisingsegment, rcii, rent-a-center , specialty stores and retailers",Franchise-operated locations - Franchising Segment,1285,Franchise-operated locations
"gmv, rcii, rent-a-center , specialty stores and retailers",GMV,1286,GMV
"revenues,  acima, rcii, rent-a-center , specialty stores and retailers",Revenues by type - Acima,1287,Revenues by type
"revenues,  franchising, rcii, rent-a-center , specialty stores and retailers",Revenues by type - Franchising,1288,Revenues by type
"revenues,  mexico, rcii, rent-a-center , specialty stores and retailers",Revenues by type - Mexico,1289,Revenues by type
"revenues,  rentacenterbusiness, rcii, rent-a-center , specialty stores and retailers",Revenues by type - Rent-A-Center Business,1290,Revenues by type
"segment,  revenues,  franchisemerch,  isesales, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Franchise-Merchandise sales,1291,Segment Revenues
"segment,  revenues,  franchiseroyaltyome,  fees, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Franchise-Royalty income and fees,1292,Segment Revenues
"segment,  revenues,  storeinstallmentsales, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Store-Installment sales,1293,Segment Revenues
"segment,  revenues,  storemerch,  isesales, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Store-Merchandise sales,1294,Segment Revenues
"segment,  revenues,  storeother, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Store-Other,1295,Segment Revenues
"segment,  revenues,  storerentals,  fees, rcii, rent-a-center , specialty stores and retailers",Segment Revenues - Store-Rentals and fees,1296,Segment Revenues
"stores,  company operated,  stores, sbh, sally beauty holdings, specialty stores and retailers",Number of stores BSG - Company-operated stores,1297,Number of stores BSG
"stores,  franchise,  stores, sbh, sally beauty holdings, specialty stores and retailers",Number of stores BSG - Franchise stores,1298,Number of stores BSG
"stores,  company operated,  stores, sbh, sally beauty holdings, specialty stores and retailers",Number of stores SBS - Company-operated stores,1299,Number of stores SBS
"stores,  franchise,  stores, sbh, sally beauty holdings, specialty stores and retailers",Number of stores SBS - Franchise stores,1300,Number of stores SBS
"bsgdistributorsalesconsultants, sbh, sally beauty holdings, specialty stores and retailers",Sales consultants - Number of BSG distributor sales consultants,1301,Sales consultants
"same,  bsg, sbh, sally beauty holdings, specialty stores and retailers",Same store sales growth - BSG,1302,Same store sales growth
"same,  sbs, sbh, sally beauty holdings, specialty stores and retailers",Same store sales growth - SBS,1303,Same store sales growth
"segment,  revenue,  beautysystemsgroup(bsg), sbh, sally beauty holdings, specialty stores and retailers",Segment Revenue - Beauty Systems Group (BSG),1304,Segment Revenue
"segment,  revenue,  sallybeautysupply(sbs), sbh, sally beauty holdings, specialty stores and retailers",Segment Revenue - Sally Beauty Supply (SBS),1305,Segment Revenue
"opened,  store,  new,  opened,  store, scvl, shoe carnival, specialty stores and retailers",New opened store,1306,New opened store
"revenue,  accessories,  other, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Accessories and Other,1307,Revenue by Product Category
"revenue,  athleticschildrens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Athletics Children's,1308,Revenue by Product Category
"revenue,  athleticsmens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Athletics Men's,1309,Revenue by Product Category
"revenue,  athleticswomens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Athletics Women's,1310,Revenue by Product Category
"revenue,  nonathleticschildrens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Non-Athletics Children's,1311,Revenue by Product Category
"revenue,  nonathleticsmens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Non-Athletics Men's,1312,Revenue by Product Category
"revenue,  nonathleticswomens, scvl, shoe carnival, specialty stores and retailers",Revenue by Product Category - Non-Athletics Women's,1313,Revenue by Product Category
"shoeperkscustomerloyaltyprogram, scvl, shoe carnival, specialty stores and retailers",Shoe Perks customer loyalty program,1314,Shoe Perks customer loyalty program
"storeupdates,  stores,  closed, scvl, shoe carnival, specialty stores and retailers",Store Updates - Stores Closed,1315,Store Updates
"total,  members,  shoeperkscustomerloyaltyprogram,  membership, scvl, shoe carnival, specialty stores and retailers",Total Members - Shoe Perks customer loyalty program membership,1316,Total Members
