kpi_tags,kpi_name,kpi_id,kpi_category
"subsegment,  revenue,  category,  manufacturers,  brokers,  distributors,  revenue, sptn, spartannash co, food retailers","Sub Segment Revenue by Category - Manufacturers, brokers and distributors Revenue",717,Sub Segment Revenue by Category
"subsegment,  revenue,  category,  nonfood,  revenue, sptn, spartannash co, food retailers",Sub Segment Revenue by Category - Non-food Revenue,718,Sub Segment Revenue by Category
"subsegment,  revenue,  category,  other,  revenue, sptn, spartannash co, food retailers",Sub Segment Revenue by Category - Other Revenue,719,Sub Segment Revenue by Category
"subsegment,  revenue,  category,  other,  revenue,  products, sptn, spartannash co, food retailers",Sub Segment Revenue by Category - Other Revenue from products,720,Sub Segment Revenue by Category
"subsegment,  revenue,  category,  retailers,  revenue, sptn, spartannash co, food retailers",Sub Segment Revenue by Category - Retailers Revenue,721,Sub Segment Revenue by Category
"fleetoptimization, bbby, bed bath & beyond , home furnishings retailers",Fleet Optimization,722,Fleet Optimization
"net sales,  noncorebanner,  net sales, bbby, bed bath & beyond , home furnishings retailers",Net Sales - Non Core Banner Net Sales,723,Net Sales
"noof,  stores,  stores,  closed, bbby, bed bath & beyond , home furnishings retailers",No of Stores - Stores Closed,724,No of Stores
"noof,  stores,  stores,  closed, bbby, bed bath & beyond , home furnishings retailers",No of Stores - Stores Closed,724,No of Stores
"digitalsales,  penetration, bbby, bed bath & beyond , home furnishings retailers",Sales Penetration - Digital Sales Penetration,725,Sales Penetration
"website,  visits,  website, bbby, bed bath & beyond , home furnishings retailers",Website - Visits to Website,726,Website
"net sales,  accentdecor, home, at home group , home furnishings retailers",Net Sales - Accent decor,727,Net Sales
"net sales,  homefurnishings, home, at home group , home furnishings retailers",Net Sales - Home furnishings,728,Net Sales
"net sales,  other, home, at home group , home furnishings retailers",Net Sales - Other,729,Net Sales
"stores,  total,  stores, home, at home group , home furnishings retailers",Stores - Total stores,730,Stores
"net sales,  channel,  internet,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Channel - Internet Net Sales,731,Net Sales by Channel
"net sales,  channel,  other,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Channel - Other Net Sales,732,Net Sales by Channel
"net sales,  channel,  showrooms,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Channel - Showrooms Net Sales,733,Net Sales by Channel
"net sales,  product,  accessories,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
"net sales,  product,  accessories,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Product - Accessories Net Sales,734,Net Sales by Product
"net sales,  product,  other,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Product - Other Net Sales,735,Net Sales by Product
"net sales,  product,  sacs,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Product - Sacs Net Sales,736,Net Sales by Product
"net sales,  product,  sactionals,  net sales, love, lovesac co, home furnishings retailers",Net Sales by Product - Sactionals Net Sales,737,Net Sales by Product
"showroomcount,  endingshowroomcount, love, lovesac co, home furnishings retailers",Showroom Count - Ending Showroom Count,738,Showroom Count
"leasedsquare,  leasedsquare, wsm, williams-sonoma, , home furnishings retailers","Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
"leasedsquare,  leasedsquare, wsm, williams-sonoma, , home furnishings retailers","Average Leased Square
Footage Per Store",739,"Average Leased Square
Footage Per Store"
"closings,  store,  count,  closings,  store,  count, wsm, williams-sonoma, , home furnishings retailers",Closings Store Count,740,Closings Store Count
"openings,  store,  count,  openings,  store,  count, wsm, williams-sonoma, , home furnishings retailers",Openings Store Count,741,Openings Store Count
"revenue,  other, wsm, williams-sonoma, , home furnishings retailers",Revenue by Brand - Other,742,Revenue by Brand
"revenue,  potterybarn, wsm, williams-sonoma, , home furnishings retailers",Revenue by Brand - Pottery Barn,743,Revenue by Brand
"revenue,  potterybarnkids,  teen, wsm, williams-sonoma, , home furnishings retailers",Revenue by Brand - Pottery Barn Kids and Teen,744,Revenue by Brand
"revenue,  westelm, wsm, williams-sonoma, , home furnishings retailers",Revenue by Brand - West Elm,745,Revenue by Brand
"revenue,  williamssonoma, wsm, williams-sonoma, , home furnishings retailers",Revenue by Brand - Williams Sonoma,746,Revenue by Brand
"total,  store,  count,  total,  store,  count, wsm, williams-sonoma, , home furnishings retailers",Total Store Count,747,Total Store Count
"revenue,  category,  gypsum,  roofing,  insulation, bldr, builders firstsource , home improvement retailers","Revenue by Category - Gypsum, roofing & insulation",748,Revenue by Category
"revenue,  category,  lumber,  lumbersheetgoods, bldr, builders firstsource , home improvement retailers",Revenue by Category - Lumber & lumber sheet goods,749,Revenue by Category
"revenue,  category,  manufacturedproducts, bldr, builders firstsource , home improvement retailers",Revenue by Category - Manufactured products,750,Revenue by Category
"revenue,  category,  otherbuildingproducts,  services, bldr, builders firstsource , home improvement retailers",Revenue by Category - Other building products & services,751,Revenue by Category
"revenue,  category,  siding,  metal,  concreteproducts, bldr, builders firstsource , home improvement retailers","Revenue by Category - Siding, metal & concrete products",752,Revenue by Category
"revenue,  category,  windows,  doors,  millwork, bldr, builders firstsource , home improvement retailers","Revenue by Category - Windows, doors & millwork",753,Revenue by Category
"revenue,  adjacentcategories, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Adjacent categories,754,Revenue By Type
"revenue,  decorativeaccessories,  walltile, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Decorative accessories / wall tile,755,Revenue By Type
"revenue,  installationmaterials,  tools, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Installation materials and tools,756,Revenue By Type
"revenue,  laminate,  luxuryvinylplank, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Laminate / luxury vinyl plank,757,Revenue By Type
"revenue,  naturalstone, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Natural stone,758,Revenue By Type
"revenue,  other, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Other,759,Revenue By Type
"revenue,  tile, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Tile,760,Revenue By Type
"revenue,  wood, fnd, floor & decor holdings, home improvement retailers",Revenue By Type - Wood,761,Revenue By Type
"stores,  newwarehouse,  stores, fnd, floor & decor holdings, home improvement retailers",Stores - New warehouse stores,762,Stores
"stores,  newwarehouseformat,  stores, fnd, floor & decor holdings, home improvement retailers",Stores - new warehouse-format stores,763,Stores
"stores,  warehouse,  stores,  operating, fnd, floor & decor holdings, home improvement retailers",Stores - warehouse stores operating,764,Stores
"studios,  designstudios, fnd, floor & decor holdings, home improvement retailers",Studios - Design studios,765,Studios
"ticket,  ticket, hd, the home depot, home improvement retailers",Average ticket,766,Average ticket
"ticket,  change,  ticket, hd, the home depot, home improvement retailers",Average Ticket - Change in Average Ticket,767,Average Ticket
"bigticketsales, hd, the home depot, home improvement retailers",Big Ticket Sales,768,Big Ticket Sales
"comparable,  ticket,  comparable,  ticket, hd, the home depot, home improvement retailers",Comparable Average Ticket,769,Comparable Average Ticket
"change,  comparablesales, hd, the home depot, home improvement retailers",Comparable Sales - Change in Comparable Sales,770,Comparable Sales
"total,  comparablesales, hd, the home depot, home improvement retailers",Comparable sales - Total comparable sales,771,Comparable sales
"comparable,  storesales,  comparable,  storesales, hd, the home depot, home improvement retailers",Comparable Store Sales,772,Comparable Store Sales
"comparabletransactions, hd, the home depot, home improvement retailers",Comparable Transactions,773,Comparable Transactions
"comparabletransactions, hd, the home depot, home improvement retailers",Comparable Transactions,773,Comparable Transactions
"comparablecustomertransactions, hd, the home depot, home improvement retailers",Customer Transactions - Comparable Customer Transactions,774,Customer Transactions
"customertransactions, hd, the home depot, home improvement retailers",Customer Transactions,775,Customer Transactions
"customertransactions(,  millions), hd, the home depot, home improvement retailers",Customer transactions - Customer transactions (in millions),776,Customer transactions
"geographic,  net sales,  outsidethe,  US,  net sales, hd, the home depot, home improvement retailers",Geographic Net Sales - Outside the U.S. Net Sales,777,Geographic Net Sales
"geographic,  net sales,  us,  net sales, hd, the home depot, home improvement retailers",Geographic Net Sales - U.S. Net Sales,778,Geographic Net Sales
"outsidethe,  US,  net sales, hd, the home depot, home improvement retailers",Geographic Sales - Outside the U.S. Net Sales,779,Geographic Sales
"us,  net sales, hd, the home depot, home improvement retailers",Geographic Sales - U.S. Net Sales,780,Geographic Sales
"net sales,  buildingmaterials,  net sales, hd, the home depot, home improvement retailers",Net sales by major product lines - Building Materials Net Sales,781,Net sales by major product lines
"net sales,  decor,  net sales, hd, the home depot, home improvement retailers",Net sales by major product lines - Decor Net Sales,782,Net sales by major product lines
"net sales,  hardlines,  net sales, hd, the home depot, home improvement retailers",Net sales by major product lines - Hardlines Net Sales,783,Net sales by major product lines
"net sales,  products,  products,  net sales, hd, the home depot, home improvement retailers",Net sales by products - Products Net Sales,784,Net sales by products
"net sales,  services,  services,  net sales, hd, the home depot, home improvement retailers",Net sales by Services - Services Net Sales,785,Net sales by Services
"stores,  stores, hd, the home depot, home improvement retailers",Number of Stores,703,Number of Stores
"onlinesales,  onlinesales, hd, the home depot, home improvement retailers",Online Sales,786,Online Sales
"onlinesales,  onlinesales, hd, the home depot, home improvement retailers",Online Sales,786,Online Sales
"(roic)returnoninvestedcapital, hd, the home depot, home improvement retailers",ROIC - (ROIC) Return on Invested Capital,787,ROIC
"(roic)returnoninvestedcapital, hd, the home depot, home improvement retailers",ROIC - (ROIC) Return on Invested Capital,787,ROIC
"sales,  squarefoot,  sales,  squarefoot, hd, the home depot, home improvement retailers",Sales per square foot,788,Sales per square foot
"segmentsales,  buildingmaterials,  net sales, hd, the home depot, home improvement retailers",Segment Sales - Building Materials Net Sales,789,Segment Sales
"segmentsales,  decor,  net sales, hd, the home depot, home improvement retailers",Segment Sales - Decor Net Sales,790,Segment Sales
"segmentsales,  hardlines,  net sales, hd, the home depot, home improvement retailers",Segment Sales - Hardlines Net Sales,791,Segment Sales
"segmentsales,  onlinesales, hd, the home depot, home improvement retailers",Segment Sales - Online Sales,792,Segment Sales
"segmentsales,  onlinesales, hd, the home depot, home improvement retailers",Segment Sales - Online Sales,792,Segment Sales
"segmentsales,  products,  net sales, hd, the home depot, home improvement retailers",Segment Sales - Products Net Sales,793,Segment Sales
"segmentsales,  services,  net sales, hd, the home depot, home improvement retailers",Segment Sales - Services Net Sales,794,Segment Sales
"ticket,  change,  ticket, low, lowe's companies, home improvement retailers",Average Ticket - Change in Average Ticket,767,Average Ticket
"change,  comparablesales, low, lowe's companies, home improvement retailers",Comparable Sales - Change in Comparable Sales,770,Comparable Sales
"totalcustomertransactions, low, lowe's companies, home improvement retailers",Customer Transactions - Total Customer Transactions,795,Customer Transactions
"canadasales, low, lowe's companies, home improvement retailers",Geographical Sales - Canada Sales,796,Geographical Sales
"internationalsales, low, lowe's companies, home improvement retailers",Geographical Sales - International Sales,797,Geographical Sales
"unitedstates	, low, lowe's companies, home improvement retailers",Geographical Sales - United States	,798,Geographical Sales
"merch isesales,  buildingproductssales, low, lowe's companies, home improvement retailers",Merchandise Sales - Building Products Sales,799,Merchandise Sales
"merch isesales,  hardlinessales, low, lowe's companies, home improvement retailers",Merchandise Sales - Hardlines Sales,800,Merchandise Sales
"merch isesales,  homedecorsales, low, lowe's companies, home improvement retailers",Merchandise Sales - Home Decor Sales,801,Merchandise Sales
"merch isesales,  othersales, low, lowe's companies, home improvement retailers",Merchandise Sales - Other Sales,802,Merchandise Sales
"net sales,  net sales, low, lowe's companies, home improvement retailers",Net sales,803,Net sales
"net sales,  other, low, lowe's companies, home improvement retailers",Net sales - Other,804,Net sales
"net sales,  products, low, lowe's companies, home improvement retailers",Net sales - Products,805,Net sales
"net sales,  services, low, lowe's companies, home improvement retailers",Net sales - Services,806,Net sales
"stores,  company operated,  stores, low, lowe's companies, home improvement retailers",Number of Stores - Company-Operated Stores,807,Number of Stores
"stores,  dealeroperated,  stores, low, lowe's companies, home improvement retailers",Number of Stores - Dealer-Operated Stores,808,Number of Stores
"operations,  homeimproved,  number, low, lowe's companies, home improvement retailers",Operations - Home improved in number,809,Operations
"operations,  homeimproved,  squarefeet, low, lowe's companies, home improvement retailers",Operations - Home improved in square feet,810,Operations
"salesfloorsquarefeet, low, lowe's companies, home improvement retailers",Sales Floor Square Feet,811,Sales Floor Square Feet
"segmentsales,  othersales, low, lowe's companies, home improvement retailers",Segment sales - Other Sales,812,Segment sales
"segmentsales,  productssales, low, lowe's companies, home improvement retailers",Segment sales - Products Sales,813,Segment sales
"segmentsales,  servicessales, low, lowe's companies, home improvement retailers",Segment sales - Services Sales,814,Segment sales
"storesize,  average,  storesizesellingsquarefeet, low, lowe's companies, home improvement retailers",Store Size - Average Store Size Selling Square Feet ,815,Store Size
"operatingclubs,  totaloperatingclubs, bj, bj's wholesale club holdings , hypermarkets & supercenters",Operating clubs - Total operating clubs,816,Operating clubs
"segment,  revenue,  gasoline,  other, bj, bj's wholesale club holdings , hypermarkets & supercenters",Segment Revenue - Gasoline and Other,817,Segment Revenue
"segment,  revenue,  generalmerch,  ise,  services, bj, bj's wholesale club holdings , hypermarkets & supercenters",Segment Revenue - General Merchandise & Services,818,Segment Revenue
"segment,  revenue,  grocery, bj, bj's wholesale club holdings , hypermarkets & supercenters",Segment Revenue - Grocery,819,Segment Revenue
"segment,  revenue,  membershipfeeome, bj, bj's wholesale club holdings , hypermarkets & supercenters",Segment Revenue - Membership fee income,820,Segment Revenue
"segment,  revenue,  net sales, bj, bj's wholesale club holdings , hypermarkets & supercenters",Segment Revenue - Net Sales,821,Segment Revenue
"fuelgallonsonasame,  storebasis, casy, caseys general stores , hypermarkets & supercenters",Fuel - Fuel gallons on a same-store basis,822,Fuel
"new store,  acquisitions, casy, caseys general stores , hypermarkets & supercenters",New Stores - Acquisitions,823,New Stores
"new store,  construction, casy, caseys general stores , hypermarkets & supercenters",New stores - Construction,824,New stores
"stores,  stores, casy, caseys general stores , hypermarkets & supercenters",No. Of Stores,825,No. Of Stores
"sales,  category,  fuelsales, casy, caseys general stores , hypermarkets & supercenters",Sales by Category - Fuel Sales,826,Sales by Category
"sales,  category,  grocery,  othermerch,  isesales, casy, caseys general stores , hypermarkets & supercenters",Sales by Category - Grocery & Other Merchandise Sales,827,Sales by Category
"sales,  category,  othersales, casy, caseys general stores , hypermarkets & supercenters",Sales by Category - Other Sales,828,Sales by Category
"sales,  category,  preparedfood,  founta,  sales, casy, caseys general stores , hypermarkets & supercenters",Sales by Category - Prepared Food & Fountain Sales,829,Sales by Category
"segmentsales,  fuelsales, casy, caseys general stores , hypermarkets & supercenters",Segment Sales - Fuel Sales,830,Segment Sales
"segmentsales,  grocery,  othermerch,  isesales, casy, caseys general stores , hypermarkets & supercenters",Segment Sales - Grocery & Other Merchandise Sales,831,Segment Sales
"segmentsales,  othersales, casy, caseys general stores , hypermarkets & supercenters",Segment Sales - Other Sales,684,Segment Sales
"segmentsales,  preparedfood,  founta,  sales, casy, caseys general stores , hypermarkets & supercenters",Segment Sales - Prepared Food & Fountain Sales,832,Segment Sales
"cardholders,  totalcardholders, cost, costco wholesale corporation, hypermarkets & supercenters",Cardholders - Total Cardholders,833,Cardholders
"geographic,  revenue,  revenue,  canadianoperations, cost, costco wholesale corporation, hypermarkets & supercenters",Geographic Revenue - Revenue from Canadian Operations,834,Geographic Revenue
"geographic,  revenue,  revenue,  otherinternationaloperations, cost, costco wholesale corporation, hypermarkets & supercenters",Geographic Revenue - Revenue from Other International Operations,835,Geographic Revenue
"geographic,  revenue,  revenue,  unitedstatesoperations, cost, costco wholesale corporation, hypermarkets & supercenters",Geographic Revenue - Revenue from United States Operations,836,Geographic Revenue
"members,  household,  members, cost, costco wholesale corporation, hypermarkets & supercenters",Members - Household Members,837,Members
"membershipfeeome, cost, costco wholesale corporation, hypermarkets & supercenters",Membership Fee Income,838,Membership Fee Income
"renewalrate,  renewalrate, cost, costco wholesale corporation, hypermarkets & supercenters",Renewal Rate,839,Renewal Rate
"segment,  revenue,  membershipfees,  revenue, cost, costco wholesale corporation, hypermarkets & supercenters",Segment Revenue - Membership fees revenue,840,Segment Revenue
"segment,  revenue,  net sales, cost, costco wholesale corporation, hypermarkets & supercenters",Segment Revenue - Net sales,620,Segment Revenue
"subsegment,  revenue,  net sales,  ancillary, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Ancillary,841,Sub-segment Revenue
"subsegment,  revenue,  net sales,  ancillary,  other, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Ancillary and other,842,Sub-segment Revenue
"subsegment,  revenue,  net sales,  food,  sundries, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Food and Sundries,843,Sub-segment Revenue
"subsegment,  revenue,  net sales,  freshfoods, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Fresh Foods,844,Sub-segment Revenue
"subsegment,  revenue,  net sales,  hardlines, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Hardlines,845,Sub-segment Revenue
"subsegment,  revenue,  net sales,  softlines, cost, costco wholesale corporation, hypermarkets & supercenters",Sub-segment Revenue - Net sales from Softlines,846,Sub-segment Revenue
"warehouses,  warehouses, cost, costco wholesale corporation, hypermarkets & supercenters",Warehouses - No. of Warehouses,847,Warehouses
"digital,  digital,  comparablesales, tgt, target corp, hypermarkets & supercenters",Digital Comparable Sales,848,Digital Comparable Sales
"other,  other,  revenue, tgt, target corp, hypermarkets & supercenters",Other - Other Revenue,849,Other
"product,  net sales,  targetcreditcard, tgt, target corp, hypermarkets & supercenters",Product Net Sales - Target Credit Card,850,Product Net Sales
"product,  net sales,  targetdebitcard, tgt, target corp, hypermarkets & supercenters",Product Net Sales - Target Debit Card,851,Product Net Sales
"revenue,  othersources,  apparel,  accessories, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Apparel and accessories,852,Revenue from other sources
"revenue,  othersources,  beauty,  householdessentials, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Beauty and household essentials,853,Revenue from other sources
"revenue,  othersources,  creditcardprofitsharing, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Credit card profit sharing,854,Revenue from other sources
"revenue,  othersources,  food,  beverage, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Food and beverage,855,Revenue from other sources
"revenue,  othersources,  hardlines, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Hardlines,856,Revenue from other sources
"revenue,  othersources,  homefurnishings,  decor, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Home furnishings and decor,857,Revenue from other sources
"revenue,  othersources,  other,  revenue, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Other Revenue,858,Revenue from other sources
"revenue,  othersources,  others, tgt, target corp, hypermarkets & supercenters",Revenue from other sources - Others,859,Revenue from other sources
"samedayservices, tgt, target corp, hypermarkets & supercenters",Same-day services,860,Same-day services
"segment,  net sales,  comparablesalesgrowth,  signaturecategories, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Comparable sales growth in Signature Categories,861,Segment Net Sales
"segment,  net sales,  digital,  comparablesales, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Digital comparable sales,862,Segment Net Sales
"segment,  net sales,  digitallyoriginated,  comparablesaleschange, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Digitally originated comparable sales change,863,Segment Net Sales
"segment,  net sales,  salesbydigitallyoriginated, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Sales by Digitally originated,864,Segment Net Sales
"segment,  net sales,  salesby,  stores,  originated, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Sales by Stores Originated,865,Segment Net Sales
"segment,  net sales,  samedayservices(orderpickup,  driveup,  shipt), tgt, target corp, hypermarkets & supercenters","Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
"segment,  net sales,  samedayservices(orderpickup,  driveup,  shipt), tgt, target corp, hypermarkets & supercenters","Segment Net Sales - Same-day services (Order Pick Up, Drive Up and Shipt)",866,Segment Net Sales
"segment,  net sales,  stores,  originatedchannel,  comparablesales, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Stores originated channel comparable sales,867,Segment Net Sales
"segment,  net sales,  stores,  originatedchannel,  comparablesaleschange, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
"segment,  net sales,  stores,  originatedchannel,  comparablesaleschange, tgt, target corp, hypermarkets & supercenters",Segment Net Sales - Stores originated channel comparable sales change,868,Segment Net Sales
"store,  store,  comparablesales, tgt, target corp, hypermarkets & supercenters",Store Comparable Sales,869,Store Comparable Sales
"globalecommercesales, wmt, walmart , hypermarkets & supercenters",Global Segment Sales - Global eCommerce sales,870,Global Segment Sales
"samsclubmembercount, wmt, walmart , hypermarkets & supercenters",Member Subscription - Sam's Club Member Count,871,Member Subscription
"other,  membership,  otherome, wmt, walmart , hypermarkets & supercenters",Other - Membership and other income,872,Other
"segmentsales,  samsclubecommercesales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
"segmentsales,  samsclubecommercesales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club eCommerce sales,873,Segment Sales
"segmentsales,  samsclub,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
"segmentsales,  samsclub,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
"segmentsales,  samsclub,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club comp sales with fuel,874,Segment Sales
"segmentsales,  samsclub,  compsales,  outfuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
"segmentsales,  samsclub,  compsales,  outfuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club comp sales without fuel,875,Segment Sales
"segmentsales,  samsclubsales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Sam's Club Sales,876,Segment Sales
"segmentsales,  walmartinternationalsales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart International Sales,877,Segment Sales
"segmentsales,  walmartinternationalsales,  excludingcurrency, wmt, walmart , hypermarkets & supercenters","Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
"segmentsales,  walmartinternationalsales,  excludingcurrency, wmt, walmart , hypermarkets & supercenters","Segment Sales - Walmart International Sales, Excluding currency",878,Segment Sales
"segmentsales,  walmart,  US,  sales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S Sales,879,Segment Sales
"segmentsales,  walmart,  US,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
"segmentsales,  walmart,  US,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
"segmentsales,  walmart,  US,  compsales,  fuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. comp sales with fuel,880,Segment Sales
"segmentsales,  walmart,  US,  compsales,  outfuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
"segmentsales,  walmart,  US,  compsales,  outfuel, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. comp sales without fuel,881,Segment Sales
"segmentsales,  walmart,  US,  ecommercesales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
"segmentsales,  walmart,  US,  ecommercesales, wmt, walmart , hypermarkets & supercenters",Segment Sales - Walmart U.S. eCommerce sales,882,Segment Sales
"store,  count,  total,  store,  count, wmt, walmart , hypermarkets & supercenters",Store Count - Total Store Count,170,Store Count
"stores,  new store,  count, wmt, walmart , hypermarkets & supercenters",Stores - New Store Count,883,Stores
"marketplace,  marketplacegmv, acva, acv auctions , internet retailers",Marketplace - Marketplace GMV,884,Marketplace
"marketplace,  marketplaceunits, acva, acv auctions , internet retailers",Marketplace - Marketplace Units,885,Marketplace
"segment,  revenue,  customerassurance,  revenue, acva, acv auctions , internet retailers",Segment Revenue - Customer assurance revenue,886,Segment Revenue
"segment,  revenue,  marketplace,  service,  revenue, acva, acv auctions , internet retailers",Segment Revenue - Marketplace and service revenue,887,Segment Revenue
"awsavailabilityzones, amzn, amazon.com, internet retailers",Amazon Web Services - AWS Availability Zones,888,Amazon Web Services
"geographicregions, amzn, amazon.com, internet retailers",Amazon Web Services - Geographic Regions,889,Amazon Web Services
"contactcenter,  contactcenterinteractions, amzn, amazon.com, internet retailers",Contact center - Contact center interactions,890,Contact center
"holidayseasonsales, amzn, amazon.com, internet retailers",Holiday Season Sales,891,Holiday Season Sales
"primedaysales,  primedaysales, amzn, amazon.com, internet retailers",Prime Day Sales,892,Prime Day Sales
"product,  net sales,  aws, amzn, amazon.com, internet retailers",Product Net Sales - AWS,893,Product Net Sales
"product,  net sales,  online,  stores, amzn, amazon.com, internet retailers",Product Net Sales - Online stores,894,Product Net Sales
"product,  net sales,  other, amzn, amazon.com, internet retailers",Product Net Sales - Other,895,Product Net Sales
"product,  net sales,  physical,  stores, amzn, amazon.com, internet retailers",Product Net Sales - Physical stores,896,Product Net Sales
"product,  net sales,  retailproducts, amzn, amazon.com, internet retailers",Product Net Sales - Retail products,897,Product Net Sales
"product,  net sales,  retailsubscriptionservices, amzn, amazon.com, internet retailers",Product Net Sales - Retail subscription services,898,Product Net Sales
"product,  net sales,  retailthirdpartysellerservices, amzn, amazon.com, internet retailers",Product Net Sales - Retail third-party seller services,899,Product Net Sales
"product,  net sales,  subscriptionservices, amzn, amazon.com, internet retailers",Product Net Sales - Subscription services,900,Product Net Sales
"product,  net sales,  thirdpartysellerservices, amzn, amazon.com, internet retailers",Product Net Sales - Third-party seller services,901,Product Net Sales
"seasonal,  grocerydelivery, amzn, amazon.com, internet retailers",Seasonal - Grocery Delivery,902,Seasonal
"seasonal,  remental,  covid19,  costs, amzn, amazon.com, internet retailers",Seasonal - Incremental COVID-19 Costs,903,Seasonal
"seasonal,  shipmentzero, amzn, amazon.com, internet retailers",Seasonal - Shipment Zero,904,Seasonal
"segment,  net sales,  awssegment, amzn, amazon.com, internet retailers",Segment Net Sales - AWS Segment,905,Segment Net Sales
"segment,  net sales,  internationalsegment, amzn, amazon.com, internet retailers",Segment Net Sales - International Segment,906,Segment Net Sales
"segment,  net sales,  northamericasegment, amzn, amazon.com, internet retailers",Segment Net Sales - North America Segment,907,Segment Net Sales
"ordervalue,  ordervalue, bark, the original bark company, internet retailers",Order Value - Average Order Value,908,Order Value
"revenue,  category,  commerce, bark, the original bark company, internet retailers",Revenue by Category - Commerce,909,Revenue by Category
"revenue,  category,  direct,  consumer, bark, the original bark company, internet retailers",Revenue by Category - Direct to Consumer,910,Revenue by Category
"revenue,  category,  other, bark, the original bark company, internet retailers",Revenue by Category - Other,911,Revenue by Category
"subscriptions,  activesubscriptions, bark, the original bark company, internet retailers",Subscriptions - Active Subscriptions,912,Subscriptions
"subscriptions,  average,  monthlysubscriptionshipmentchurn, bark, the original bark company, internet retailers",Subscriptions - Average Monthly Subscription Shipment Churn,913,Subscriptions
"subscriptions,  newsubscriptions, bark, the original bark company, internet retailers",Subscriptions  - New Subscriptions ,914,Subscriptions 
"average,  international, carg, cargurus , internet retailers",Average monthly unique users - International,915,Average monthly unique users
"average,  us, carg, cargurus , internet retailers",Average monthly unique users - U.S.,916,Average monthly unique users
"revenue,  geography,  international, carg, cargurus , internet retailers",Revenue by geography - International,917,Revenue by geography
"revenue,  geography,  unitedstates, carg, cargurus , internet retailers",Revenue by geography - United States,918,Revenue by geography
